source_file,issue_type,line_text,hint
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,中华人民共和国住房和城乡建设部 公 告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,第1357号,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,住房城乡建设部关于发布行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,《建筑拆除工程安全技术规范》的公告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,"现批准《建筑拆除工程安全技术规范》为行业标准，编号为 JGJ 147-2016, 自 2 0 1 7 年 5 月 1 日起实施。其中，第5.1.1、",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,"正面词采用“必须”,反面词采用“严禁”;",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,"正面词采用“应”,反面词采用“不应”或“不得”;",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,"正面词采用“宜”,反面词采用“不宜”;",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,引用标准名录,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,《起重吊运指挥信号》GB5082,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,《建设工程施工现场消防安全技术规范》 GB 50720 《爆破安全规程》GB 6722,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,《施工现场临时用电安全技术规范》 JGJ 46,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,《建筑施工作业劳动防护用品配备及使用标准》 JGJ 184,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,中华人民共和国行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,建筑拆除工程安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,JGJ 147-2016,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,条 文 说 明,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,修 订 说 明,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,"《建筑拆除工程安全技术规范》 JGJ 147-2016, 经住房和城 乡建设部2016年11月15日以第1357号公告批准、发布。",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,本规范是在《建筑拆除工程安全技术规范》 JGJ 147-2004 的基础上修订而成的，上一版的主编单位是北京建工集团有限责 任公司，参编单位是北京中科力爆炸技术工程公司、上海市房屋 拆除工程施工安全管理办公室、辽宁省建设厅、湖南中人爆破工 程有限公司、武汉理工大学土木与建筑学院、福建省六建集团公 司、广东省宏大爆破工程公司，主要起草人：孙宗辅、孙京燕、 陈拥军、王强、周家汉、李长凯、郑炳旭、王世杰,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ147-2016 建筑拆除工程安全技术规范.docx,unattached_text,为便于广大设计、施工、科研、学校等单位有关人员在使用 本规范时能正确理解和执行条文规定，《建筑拆除工程安全技术 规范》编制组按章、节、条顺序编制了本规范的条文说明，对条 文规定的目的、理由、主要依据以及执行中需注意的有关事项进 行了说明，还着重对强制性条文的强制性理由进行了解释。但 是，本条文说明不具备与规范正文同等的法律效力，仅供使用者 作为理解和把握规范规定的参考。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,UDC,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中华人民共和国行业标准 JGJ,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,P JGJ 162-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,建筑施工模板安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Technical code for safety of forms in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,2008-08-06 发布 2008-12-01 实施,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中华人民共和国住房和城乡建设部 发 布,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中华人民共和国行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,建筑施工模板安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Technical code for safety of forms in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,JGJ 162-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,J 814-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,批准部门：中华人民共和国住房和城乡建设部 施 行 日 期 ： 2 0 0 8 年 1 2 月 1 日,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中国建筑工业出版社,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中华人民共和国行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,建筑施工模板安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Technical code for safety of forms in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,JGJ 162-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,*,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中国建筑工业出版社出版、发行(北京西郊百万庄),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,各地新华书店、建筑书店经销,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,北京红光制版公司制版,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,北京市兴顺印刷厂印刷,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,开本：850×1168毫米1/32 印张：4%字数：122千字,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,2008年12月第一版 2009年6月第四次印刷,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,定价：23.00元,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,统一书号：15112 ·16683,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,版权所有 翻印必究,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,如有印装质量问题，可寄本社退换,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,(邮政编码100037) 本社网址：http://www.cabp.com.cn,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,网上书店：http://www.china-building.com.cn,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,中华人民共和国住房和城乡建设部 公 告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,第79号,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,关于发布行业标准《建筑施工模板 安全技术规范》的公告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,"现批准《建筑施工模板安全技术规范》为行业标准，编号为 JGJ 162-2008,自2008年12月1日起实施。其中，第5. 1.6、",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,g—— 自重线荷载设计值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,qk——活荷线荷载标准值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,q—— 活荷线荷载设计值。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,t——剪应力。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,4,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,荷载及变形值的规定,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,表4.1.1 楼板模板自重标准值 (kN/m²),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,注：除钢、木外，其他材质模板重量见本规范附录B中的附表B。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,(4.1.1-1),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,F=Y.H (4.1.1-2),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,式中 F—— 新浇混凝土对模板的侧压力计算值 (kN/m²);,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Ye——混凝土的重力密度 (kN/m³);,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,V—— 混凝土的浇筑速度 (m/h);,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,"to—— 新浇混凝土的初凝时间 (h), 可按试验确定；当 缺乏试验资料时，可采用to=200/(T+15)(T 为 混凝土的温度℃);",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,"β₁——外加剂影响修正系数；不掺外加剂时取1.0,掺具 有缓凝作用的外加剂时取1.2;",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,β₂——混凝土坍落度影响修正系数；当坍落度小于30mm 时，取0.85;坍落度为50～90mm 时，取1.00; 坍落度为110～150mm 时，取1.15;,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,H—— 混凝土侧压力计算位置处至新浇混凝土顶面的总 高度 (m); 混凝土侧压力的计算分布图形如图 4.1.1所示，图中,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,"h=F/Ye,h 为有效压头高度。",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,当计算支架立柱及其他支承结构构件时，,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,均布活荷载标准值可取1.0kN/m² 。 计算分布图形 注：1 对大型浇筑设备，如上料平台、混,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,凝土输送泵等按实际情况计算；采用布料机上料进行浇筑混凝 土时，活荷载标准值取4kN/m²。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,表4.1.2 倾倒混凝土时产生的水平荷载标准值 (kN/m²),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,注：作用范围在有效压头高度以内。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,r₀S≤R (4.3.1-1),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,式中 ro——结构重要性系数，其值按0.9采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,S—— 荷载效应组合的设计值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,R—— 结构构件抗力的设计值，应按各有关建筑结构设 计规范的规定确定。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,对于基本组合，荷载效应组合的设计值S 应从下列组合值中 取最不利值确定：,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,① 由可变荷载效应控制的组合：,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,(4.3.1-2),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,(4.3.1-3),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,式中 YG 永久荷载分项系数，应按本规范表4.2.3采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Yoi——第i 个可变荷载的分项系数，其中Yo 为可变荷载,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Q₁ 的分项系数，应按本规范表4.2.3采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Gk—— 按各永久荷载标准值Gk 计算的荷载效应值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,Qik——按可变荷载标准值计算的荷载效应值，其中Qlk,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,为诸可变荷载效应中起控制作用者；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,n——参与组合的可变荷载数。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,② 由永久荷载效应控制的组合：,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,(4.3.1-4) 式中 ψci——可变荷载Q: 的组合值系数，当按本规范中规定的,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,各可变荷载采用时，其组合值系数可为0.7。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,注：1 基本组合中的设计值仅适用于荷载与荷载效应为线性的情况；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,S≤C (4.3.1-5),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,式中 C——结构或结构构件达到正常使用要求的规定限值，,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text,应符合本规范第4.4节有关变形值的规定。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ162-2008 建筑施工模板安全技术规程.docx,unattached_text_truncated,,未挂接文本共 532 行，仅保留前 80 行示例。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,UDC,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中华人民共和国行业标准 JGJ,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,P JGJ 164-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,建筑施工木脚手架安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Technical code for safety of wooden scaffold in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,2008-08-06 发布 2008-12-01 实施,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中华人民共和国住房和城乡建设部 发 布,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中华人民共和国行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,建筑施工木脚手架安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Technical code for safety of wooden scaffold in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,JGJ164-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,J815-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,批准部门：中华人民共和国住房和城乡建设部,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,施 行 日 期 ： 2 0 0 8 年 1 2 月 1 日,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中 国 建 筑 工 业 出 版 社,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中华人民共和国行业标准,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,建筑施工木脚手架安全技术规范,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Technical code for safety of wooden scaffold in construction,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,JGJ 164-2008,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,关,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中国建筑工业出版社出版、发行(北京西郊百万庄),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,各地新华书店、建筑书店经销,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,北京红光制版公司制版,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,北京市兴顺印刷厂印刷,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,*,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,开本：850×1168毫米1/32 印张：256 字数：70千字 2008年10月第一版 2008年10月第一次印刷,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,定价：14.00元,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,统一书号：15112 ·16674,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,版权所有 翻印必究,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,如有印装质量问题，可寄本社退换,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,(邮政编码100037),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,本社网址：http://www.cabp.coTL.cn,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,网上书店：http://www.china-building.com.cn,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,中华人民共和国住房和城乡建设部 公 告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,第80号,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,关于发布行业标准《建筑施工,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,木脚手架安全技术规范》的公告,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,"现批准《建筑施工木脚手架安全技术规范》为行业标准，编 号为JGJ 164-2008, 自2008年12月1日起实施。其中，第",未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Wk— 风荷载标准值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Wo———基本风压值。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,La——立杆纵距；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Lb——立杆横距；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,Lw——连墙件横距；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,W—— 毛截面抵抗矩。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,ø——挡风系数。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,表3.3.1-1 针叶树种木材适用的强度等级,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,弹性模量以及落叶松木材的抗弯强度设计值宜降 低 1 0 % ;,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,表3.3.1-2 阔叶树种木材适用的强度等级,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,表3.3.1-3 木材的强度设计值和弹性模量(N/mm²),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,注：计算木构件端部(如接头处)的拉力螺栓垫板时，木材横纹承压强度设计值 应按“局部表面和齿面” 一栏的数值采用。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,应符合表3.3.1-4的规定。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,表3.3.1-4 不同使用条件下木材强度设计值,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,和弹性模量的调整系数,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,注：1 当仅有永久荷载或永久荷载产生的内力超过全部荷载所产生内力的80% 时，应单独以永久荷载进行验算；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,堆砖重；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,作业人员重；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,运输小车、工具及其他材料重。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,y₀S≤R (4.1.4-1),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,式中 Yo——结构重要性系数，按0.9采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,S—— 荷载效应组合的设计值；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,R—— 结构构件抗力的设计值，应按本规范表3.3.1-3、,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,表3.3.3及第3.3.2条中的规定确定。,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,由可变荷载效应控制的组合：,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,S=YGGk+YQ₁Qik (4.1.4-2),未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,(4.1.4-3) 式中 Yc— 永久荷载的分项系数，应按本规范第4. 1.5条,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,YQ;——第 i个可变荷载的分项系数，其中YQ₁ 为可变荷载 Q₁ 的分项系数，应按本规范第4.1.5条采用；,未挂接到任何条号，可能是前言/目录/格式异常。
JGJ164-2008 建筑施工木脚手架安全技术规范.docx,unattached_text,GK 按永久荷载计算的荷载效应标准值；,未挂接到任何条号，可能是前言/目录/格式异常。
